error1count,error2count,error3count,error4count,error5count,voltmean_24hrs,rotatemean_24hrs,pressuremean_24hrs,vibrationmean_24hrs,voltsd_24hrs,rotatesd_24hrs,pressuresd_24hrs,vibrationsd_24hrs,voltmean,rotatemean,pressuremean,vibrationmean,voltsd,rotatesd,pressuresd,vibrationsd,sincelastcomp1,sincelastcomp2,sincelastcomp3,sincelastcomp4,failure
0,0,0,0,0,170.9994204,392.6947359,99.56559374,39.20529623,14.07365383,78.98327368,9.828422594,5.134015595,167.4499566,345.5019213,107.7272638,41.38550336,10.92573901,78.73827887,5.980111909,9.626277198,199.75,11.75,199.75,11.75,0
0,0,0,0,0,174.8127169,462.0721762,100.8640446,41.61447306,9.877537767,61.51598719,13.45559406,5.362139588,165.7715275,433.5332089,107.1454823,44.10851613,4.775337341,78.77319212,6.577952624,5.817615644,24.75,24.75,9.75,154.75,0
0,0,0,0,0,169.1396574,448.4896734,100.655137,39.63985612,10.85051266,47.38545276,10.82743144,5.628900613,173.4771037,391.8587048,99.90282824,34.73293126,9.272574612,5.923574512,1.661920695,4.28200929,229.75,34.75,64.75,154.75,0
0,0,0,0,0,169.7186726,433.5616875,103.9336583,39.69225339,16.85571911,58.12853751,10.77814096,3.832880454,159.3135083,440.7942634,113.9052394,37.40142351,18.30753242,55.61639742,7.614067076,3.480807325,30.75,0.75,0.75,199.75,0
0,0,0,0,0,170.5844171,447.6714134,98.55079839,40.3180926,14.81666263,49.04713852,8.971783612,5.070935409,168.3342852,444.2858352,92.26639055,41.51854766,6.407444736,35.34974115,4.144163045,7.608789862,229.75,11.75,49.75,11.75,0
0,0,0,0,0,171.0622678,467.2316998,100.6899479,39.55221472,19.10343987,41.09679595,8.434711197,5.779449178,175.6797045,464.20036,100.4990108,34.78965799,9.110560734,34.77333654,15.44918431,1.846050928,14.75,109.75,94.75,244.75,0
0,0,0,0,0,168.4964357,451.2899722,99.98819907,40.02992968,12.32570474,51.73693489,10.38657852,5.023050526,164.4114611,426.3459073,96.9422409,39.28600585,7.011650118,25.17769714,11.63301173,2.447940879,0.75,154.75,15.75,0.75,0
0,0,0,0,0,168.0334958,448.5965923,99.65524635,40.99441411,13.87016744,42.06625685,8.931617703,5.30456035,169.4854548,449.2366531,99.98413409,47.1366614,9.791835748,16.46414669,5.159495336,4.784521584,64.75,169.75,244.75,1.75,0
0,0,0,0,0,168.7541206,452.1400141,101.5536723,38.61688775,17.40984522,36.76997262,9.848995806,4.055716183,179.837225,477.5008661,93.19940683,37.97206284,27.30099642,70.03755022,9.357353991,5.403974182,3.75,3.75,49.75,244.75,0
0,0,0,0,0,174.1022141,452.3008039,101.6204645,39.4415095,14.61339206,40.63156371,10.12784761,3.857124288,184.4135744,453.6529691,105.7502266,37.4041779,33.76260729,33.28429345,3.624456232,7.143216208,244.75,27.75,94.75,12.75,0
0,0,0,0,0,171.6334359,444.2525242,99.32222639,41.43834308,13.77750036,44.40241116,8.448102776,4.592116114,161.8191755,471.7631529,98.28406711,41.49645189,22.81831739,14.17894179,8.293069984,6.214779747,64.75,124.75,8.75,139.75,0
0,0,0,0,0,168.8175478,460.3009179,99.93429822,40.77893809,12.41621537,46.93083629,9.856215672,4.681075884,177.2982262,457.4349038,101.8594646,43.38836427,13.62644752,10.25762023,7.516234992,2.511220267,9.75,24.75,229.75,49.75,0
0,0,0,0,0,166.1351173,445.3254751,99.56975151,39.26705429,14.73653141,58.69974384,8.682383083,5.102401326,159.9050131,445.183838,97.42374055,41.50675301,6.870282435,41.09109345,7.408085606,5.855214037,64.75,26.75,109.75,11.75,0
0,0,0,0,0,172.0597366,459.4874954,98.8369254,39.82752445,13.5348135,42.2631659,9.008469426,5.946231194,153.9736083,459.0338402,106.4869353,39.75721937,5.956666698,32.55701546,12.86392057,5.657011556,29.75,14.75,109.75,169.75,0
0,0,0,0,0,167.552023,435.0170467,98.31190956,41.8991416,14.35396191,39.80508102,8.437248878,6.254893113,157.6010767,411.5671675,95.69320005,41.59202651,14.65242689,60.67777744,3.702598015,8.017180691,124.75,64.75,229.75,124.75,0
0,0,0,0,0,171.5357944,457.8758403,98.91333773,39.36523654,15.75856394,54.31819431,9.774408587,5.225762598,159.088261,462.1989877,92.44037273,38.83567666,12.6953662,26.73058428,3.378401804,8.503490149,109.75,244.75,10.75,64.75,0
0,0,1,0,0,166.9709756,381.9836799,101.1185028,37.97346915,12.01803765,54.02781629,8.868157951,4.717523988,164.1392301,370.0198753,97.05320243,37.64990271,3.278943298,60.28657644,11.71019875,9.416530004,6.75,21.75,21.75,6.75,0
0,0,0,0,0,163.5271936,456.145577,99.71820067,39.51313168,13.30829552,52.00372092,6.307753431,4.774853983,163.9205309,459.044508,97.25363182,37.7574223,8.657932121,37.60818231,9.168554309,5.093147519,229.75,0.75,214.75,139.75,0
0,0,0,0,0,174.817792,448.0265617,98.68573479,41.76809558,14.45267271,55.59462199,8.983319548,5.692517179,171.0672793,428.6694219,103.5050445,39.86474069,18.9254016,21.98237894,2.400057824,3.686612155,94.75,29.75,14.75,169.75,0
0,0,0,0,0,168.5367453,461.8171821,102.009779,38.95500629,18.23457719,43.05143461,9.069580903,4.110451019,160.8898145,448.4331483,105.1703475,37.75409891,2.859613746,21.57655495,4.778676155,3.627184972,214.75,64.75,184.75,7.75,0
0,0,0,0,0,169.5983597,461.0460706,103.0683999,39.28291423,14.55994674,45.23946484,10.47951037,5.597150896,178.4793904,482.7933934,93.93133649,41.54175004,17.24600946,8.578098872,12.97850088,9.714607291,9.75,169.75,124.75,169.75,0
0,0,0,0,0,173.3836105,439.9638928,99.79955498,37.05164048,13.51964574,58.17117596,7.916128949,5.315546884,187.2230463,459.699358,104.5517626,36.43070218,9.862966444,80.03800784,8.273942694,1.503224683,6.75,49.75,184.75,109.75,0
0,0,0,0,0,180.3005952,456.1102751,99.71332312,44.40726708,16.96428781,50.67038426,8.71765554,7.289961793,171.2282063,448.4499062,102.0813918,41.40640581,19.1983114,33.84020738,1.903277736,1.631767135,0.75,154.75,64.75,0.75,0
0,0,0,0,0,165.9742221,453.4579313,97.86343441,39.83334113,12.43354052,45.20614137,12.16645176,5.733423098,175.2348434,490.8339055,100.0172745,37.61517193,16.86318588,33.98357744,17.77548179,2.837631255,30.75,30.75,124.75,0.75,0
0,0,0,0,0,172.3719571,441.2163542,100.7291234,40.662246,14.0029643,45.08931232,10.87321616,4.277603931,174.290958,415.3707131,97.42926234,43.98542417,19.16082152,22.87818257,10.02721612,3.313820227,49.75,184.75,109.75,25.75,0
0,0,0,0,0,172.6516056,431.3267555,96.26127377,39.45856515,20.39320446,44.46670604,10.2228917,5.756979807,177.4466511,418.1454913,93.8173754,37.33553428,24.31583104,62.89977138,21.95031333,4.487781438,199.75,124.75,109.75,9.75,0
0,0,0,0,0,169.1251517,448.4900362,102.3439037,40.56850475,17.34645599,45.73284937,9.872141015,4.758761418,150.0316078,464.6337872,90.97120696,45.84374412,15.43670509,6.65823245,8.930620789,6.481618861,124.75,12.75,154.75,12.75,0
0,0,0,0,0,169.8580816,437.2839387,101.3650117,40.62054744,16.45276088,55.44051807,8.14505043,4.099499398,172.3472206,469.4270963,103.6673813,41.4212065,21.68171802,30.35645435,9.058261064,1.776413397,109.75,199.75,64.75,14.75,0
0,0,0,0,0,170.4027408,458.5382456,97.39394724,40.30032849,13.63252885,37.93931227,8.610232576,4.66563549,168.388606,470.8500947,95.36573548,38.38387691,13.95904439,13.63461636,10.24299264,3.133028818,244.75,64.75,0.75,0.75,0
0,0,0,0,0,171.8564535,458.8057715,101.382135,39.98421501,18.0153912,53.1376773,10.54280332,6.00431175,168.3476945,435.3753649,101.371888,37.27619956,11.78141667,30.30360658,9.514152077,2.989421125,109.75,244.75,12.75,12.75,0
1,0,0,0,0,190.9165107,480.1754434,97.75981636,39.32056442,12.88308401,48.19236451,9.899353832,4.538573879,188.2139232,445.1385289,97.85711104,39.14774022,8.21466087,6.850410446,5.104675794,1.987008242,124.75,14.75,169.75,184.75,1
0,0,0,0,0,173.1535959,456.3104328,101.4707577,40.58729556,13.59796486,46.22188323,9.982559521,5.036866991,166.6918123,458.6796488,99.12870921,45.58621371,13.39044439,80.25265615,8.959215942,2.701445646,10.75,94.75,214.75,10.75,0
0,0,0,0,0,173.5572212,449.2362102,99.92134831,40.43912905,14.76597194,53.02966357,9.052065603,5.780161725,182.1091904,504.5647158,111.2856135,37.17671814,23.88680736,55.6643304,8.479960153,5.840664504,199.75,10.75,184.75,94.75,0
0,0,0,0,0,172.2957315,458.919682,99.76126755,40.95139483,15.51685692,48.60879651,6.065612654,3.829899048,164.6478173,482.6866803,101.7041348,39.84175725,15.50476667,40.39963574,2.24764915,4.161889844,154.75,1.75,1.75,49.75,0
0,0,0,0,0,169.8877093,452.0080534,97.98175111,39.07250734,10.88580904,50.75269166,7.869290482,4.464952112,171.4977129,481.7056823,92.76701874,39.11063058,8.492081083,31.36816082,15.995752,4.935205232,34.75,9.75,64.75,49.75,0
0,0,0,0,0,171.6608097,351.5995582,100.9804206,40.08549683,13.38443435,40.93937381,10.33663156,4.763778737,177.3078949,338.2321452,104.8686039,41.11786014,8.933523304,65.16932685,9.679328078,2.877350775,109.75,124.75,229.75,229.75,0
0,0,0,0,0,170.3185499,437.5099067,100.5274225,39.21994067,15.83777259,48.6358917,11.24778265,4.618380889,179.5846882,410.1535226,92.04418291,41.50061943,7.330748303,37.65913005,7.669784126,8.030015788,184.75,79.75,7.75,244.75,0
0,0,0,0,0,172.6527384,452.9520646,100.4689547,39.69690669,13.85958384,49.36163734,10.16914526,4.341286273,181.4065433,421.3808285,100.7897308,40.41722102,9.46358247,17.23305115,5.849892834,4.486628011,94.75,5.75,244.75,34.75,0
0,0,0,1,0,165.1156008,463.082333,101.3592905,40.11532922,12.68295349,38.26377183,9.553920913,5.084577582,159.3236075,469.001025,101.494155,37.07212296,8.49884711,29.46254372,7.25601091,1.915980701,1.75,64.75,184.75,94.75,0
0,0,0,0,0,166.2871811,450.6956361,100.3863596,41.42022185,14.89890525,36.64161751,10.46367454,3.952913152,189.138364,448.3244326,99.21037096,42.0802256,7.209775903,18.86655173,4.849145979,3.26726937,1.75,214.75,154.75,1.75,0
0,0,0,0,0,166.346318,446.2809958,99.5141387,40.67857708,12.51431127,36.56779611,10.4263975,6.535516896,178.9897386,419.0722052,100.4123169,38.6388772,17.22023387,43.61957316,6.752076878,3.315191628,15.75,229.75,0.75,109.75,0
0,0,0,0,0,181.6907919,446.2981831,99.65676224,50.17076892,13.44152447,53.92400704,9.029438733,6.03678961,198.5024746,460.4673011,92.76289389,48.49838832,7.677622538,80.94444702,13.19809103,0.625406641,64.75,12.75,94.75,12.75,0
0,0,0,0,0,162.2351786,443.4442098,114.1986159,41.65593803,14.41843614,56.56666469,16.94471711,5.345950465,162.592951,477.0383829,95.02949526,42.88346496,16.66241308,24.06248859,6.0045469,5.210075678,64.75,94.75,109.75,3.75,0
0,0,0,0,0,172.7589001,441.0063527,100.7971861,39.87285442,15.47631556,50.69566261,9.392330372,4.804108388,173.8518331,433.4254627,97.91930629,46.03366391,14.90404464,80.62583762,6.764305297,7.973521791,34.75,214.75,16.75,124.75,0
0,1,0,0,0,175.8933908,445.9994931,99.47137824,40.77233313,14.57427215,58.14878851,10.64316087,4.716190089,194.6850509,447.3693505,96.62101368,40.69474111,9.586693237,49.49818456,3.668957066,3.105637122,229.75,10.75,10.75,229.75,0
0,0,0,0,0,164.1867843,457.8491135,99.50945112,38.82189913,16.4922308,49.52591531,9.812608024,4.800937119,161.2277292,481.2038305,98.6994011,36.76125008,30.19869133,69.34304941,9.589749418,4.413237068,109.75,184.75,17.75,244.75,0
0,0,0,0,0,175.9716264,461.8356913,101.1728313,40.13683864,15.04043566,44.95217266,12.37120441,6.010425276,178.1276505,463.731861,93.16514387,41.54060713,21.75092936,28.37536948,2.030377475,5.32246557,64.75,229.75,169.75,8.75,0
0,0,0,0,0,164.8057277,461.7410583,105.6389261,39.85172058,17.37585985,69.0956419,15.90839086,6.828981581,162.8477997,460.6017373,92.20955548,41.98898401,25.55098774,75.62217882,7.361830624,7.192834251,94.75,0.75,0.75,214.75,0
0,0,0,0,0,174.1460839,450.9410293,99.40436215,40.85914871,17.49196387,45.42992178,10.86674075,5.887433782,172.5740999,478.0399613,97.80702832,37.53906033,21.30257566,60.67291818,11.44574745,5.840377495,11.75,199.75,11.75,94.75,0
0,0,0,0,0,174.7997611,466.0084106,96.66433457,39.09157664,14.61757097,50.74297164,7.903102811,4.702566867,175.6202131,436.2487112,95.32577981,40.0241522,29.80435792,56.51398341,10.83563921,3.879978858,244.75,1.75,1.75,16.75,0
0,0,0,0,0,170.3113309,455.0079687,99.70457179,37.99901049,17.73975964,51.72115644,9.691316476,5.007843997,169.273834,474.6072525,98.90795763,37.39129358,23.43610671,22.92813473,8.806050531,1.686885314,214.75,184.75,3.75,229.75,0
0,0,0,0,0,165.2918146,452.749724,103.2707647,40.81493935,13.22282283,43.223337,10.09609653,4.966487725,162.2525975,441.2388268,108.3736476,37.71798217,13.54786759,25.2048296,10.64878146,3.936902667,18.75,109.75,3.75,3.75,0
0,0,0,0,0,174.8419225,444.014979,100.5226025,41.17768729,14.73218841,54.51178815,8.57813019,5.23725129,178.2566743,466.5090195,92.90624306,40.45001,12.66004879,99.73638181,7.115844543,4.344571615,3.75,3.75,109.75,199.75,0
0,0,0,0,0,172.5634686,451.6693032,100.0318987,40.4001946,11.95756953,55.70947637,9.94768696,5.892575501,170.7546845,450.4580701,104.1790174,42.1199758,3.4140033,11.13041822,10.44410926,6.503523223,11.75,11.75,64.75,26.75,0
0,0,0,0,0,169.0302843,465.6660576,98.99759667,40.91765902,19.37974428,41.35830237,11.32871358,4.172459169,154.9420529,486.1366696,93.17017557,38.81661485,11.81197886,45.55956807,2.761066457,1.45391472,0.75,244.75,0.75,124.75,0
0,0,0,0,0,165.8134285,469.7388557,97.6533914,39.98390515,16.19244375,44.01821472,9.445333845,5.296879538,183.6301415,493.3710397,90.40988844,42.01218716,19.1631743,32.6159371,9.654235615,4.735593953,94.75,49.75,199.75,12.75,0
0,0,0,0,0,166.7663707,448.6249663,107.1408154,41.02105372,11.85503427,44.26587384,8.426120518,4.162664582,170.3165232,463.7832414,108.8943362,45.26012731,16.69000624,15.67225666,9.726929606,5.958591794,214.75,15.75,109.75,0.75,0
0,0,0,0,0,166.1979734,431.7275234,99.74611584,40.48123602,16.87910811,46.76529951,7.743596281,4.905835841,160.0337267,438.3141528,102.5538941,40.24210981,6.692945018,64.91332418,11.28307196,5.806840393,14.75,49.75,64.75,14.75,0
0,0,0,0,0,169.8834041,451.6529237,98.06837825,40.17745447,15.8062431,46.39543643,6.855226359,4.586202311,163.7422416,460.8906644,93.25568551,37.42203409,7.680958917,58.84543141,5.728656072,4.799016071,26.75,26.75,11.75,109.75,0
0,0,0,0,0,172.6306527,458.2872005,101.3978563,41.54309492,14.70168537,44.17998771,10.44266999,4.88507316,170.1184615,420.8146072,96.80916812,42.60875851,8.567462165,48.97839994,5.504848439,6.247304831,3.75,3.75,18.75,18.75,0
0,0,0,0,0,168.6269752,461.812854,99.26516137,40.74397949,16.26398834,45.46761051,6.997237829,4.971966509,174.1515244,408.0714497,95.28677163,39.41573292,11.20684553,50.0155798,1.044778905,3.916775377,49.75,20.75,5.75,5.75,0
0,0,0,0,0,174.8375064,438.4169463,99.64488294,39.71485348,9.237422044,46.33449842,7.960361669,4.65426817,167.652429,391.5439297,102.5210825,43.64353379,9.605700652,34.7351189,7.209902845,1.641409451,184.75,94.75,8.75,154.75,0
0,0,0,0,0,177.3021803,443.0060692,101.5989122,40.34729564,14.95125143,58.46597552,8.242767074,4.5331525,172.8157727,448.9567882,106.4628941,42.83659115,5.821190219,94.58486933,7.270768825,1.577958583,29.75,64.75,14.75,214.75,0
0,0,0,0,0,172.658273,450.7679183,100.760747,40.62943204,16.29324167,56.07150339,11.11321843,4.710203731,177.9499684,468.9025007,106.6274604,36.42772917,18.52103264,24.20865585,12.13539968,3.852079296,8.75,154.75,124.75,244.75,0
0,0,0,0,0,167.121728,456.095939,99.02346098,41.2615693,15.62042929,44.09493077,9.123665885,5.259542946,170.7115063,453.5105685,97.20242327,41.79925261,3.063036452,20.30807122,5.114004658,5.890513433,9.75,9.75,244.75,139.75,0
0,0,0,0,0,192.4533038,446.4982424,103.3586856,39.39631536,20.03026545,48.91884344,10.00491721,4.322267209,203.413262,465.6511483,114.1273854,38.10810942,14.370949,76.33095918,13.34483902,3.112237565,49.75,214.75,13.75,49.75,0
1,0,0,0,0,169.4144723,437.5401673,102.6377265,39.83705943,18.27644515,48.29265428,10.3574099,3.49280717,175.4341609,424.901731,109.2338607,41.99707236,16.71654491,51.99268791,21.75182503,1.21073014,79.75,5.75,20.75,124.75,0
0,0,0,0,0,170.8256995,438.0165081,98.13504944,39.79350293,12.60780366,55.28080889,9.636833373,3.465114624,164.9693578,399.254011,95.95255653,41.62204501,7.36897697,54.46836933,14.16010093,3.598583147,10.75,214.75,10.75,169.75,0
0,0,0,0,0,168.5001789,463.5059113,100.2522132,39.82142169,15.55621481,59.80489402,8.685015755,4.717876451,167.9241438,494.0638676,109.973728,40.41982817,11.51141464,55.32418673,9.48481604,4.964064955,34.75,244.75,14.75,199.75,0
0,0,0,0,0,171.0737431,458.0359213,98.02403266,40.77759523,12.542242,46.17048215,9.072441899,4.676681067,170.0124293,446.5079831,103.5020455,38.45715661,10.51585643,44.61145557,3.773943684,4.290956714,64.75,94.75,64.75,124.75,0
0,0,0,0,0,172.1595308,449.2540726,99.1923278,38.96223701,15.37444024,40.62771189,8.691027547,4.447218685,171.9795597,425.0576212,106.9214284,37.55280937,3.320988068,17.45398435,4.002444523,5.60711623,29.75,14.75,29.75,199.75,0
0,0,0,0,0,170.0032019,447.8217689,95.04861314,40.38507483,14.36518711,64.97959943,11.12108096,4.58649282,167.3574661,505.7139054,97.20431642,36.85914838,6.997038926,44.03961614,19.31821782,1.495398654,3.75,109.75,3.75,124.75,0
0,0,0,0,0,172.4977658,447.1780063,97.83976774,40.24388347,13.48346256,56.79336491,12.85880914,4.642188698,164.6500756,499.3128214,82.54846697,39.74463879,17.38044536,42.33211894,12.78292046,6.887486058,0.75,30.75,15.75,0.75,0
0,0,0,0,0,171.8012643,456.8666585,94.99770515,39.96650638,15.69218838,48.30092056,11.47022333,4.449908604,162.2914776,435.7763471,97.13040185,41.30135896,5.416865266,49.95993106,10.4595521,4.828399974,79.75,26.75,79.75,244.75,0
0,0,0,0,0,170.2648762,452.5213425,99.53692312,39.91920727,13.42536931,43.46429035,9.881307182,6.651861337,178.4258842,440.7736779,96.87957445,37.8896062,16.99925172,43.27004416,13.52935965,8.438863831,199.75,16.75,1.75,169.75,0
0,0,0,0,0,191.1823996,442.6007375,106.2651622,49.37224946,14.53961772,55.8590992,11.65172348,4.892304741,184.6360401,438.9447935,113.1168224,53.07548588,22.52056343,32.65445202,10.57789878,1.988081975,23.75,8.75,8.75,23.75,0
0,0,0,0,0,168.722264,448.424935,102.2965325,38.80193554,16.47256003,52.03942521,7.338562948,4.462665846,173.8110116,444.1041268,98.76566519,35.45757308,8.353913767,41.28804164,6.143343692,2.542683816,49.75,4.75,124.75,109.75,0
0,1,0,0,0,170.0504295,435.1258268,96.69968208,38.73512266,17.02133471,46.20567583,8.225071301,5.679228814,168.7118157,467.165129,99.47885086,38.46736637,4.173444901,43.60116311,7.559580829,4.536801953,27.75,214.75,139.75,12.75,0
0,0,0,0,0,169.8310995,449.561589,97.97853615,40.06051204,19.22053507,53.21913439,10.01979575,5.168874388,172.6592057,446.0241194,84.22388985,37.96043724,13.50791892,70.6707317,7.005506617,2.166838438,34.75,184.75,8.75,34.75,0
0,0,0,1,0,167.5120874,457.3804586,97.10706548,39.96900809,18.52759724,55.91016916,8.745268574,5.480003208,180.3365102,422.5315084,99.3461911,42.35733014,26.88760578,94.87233276,11.3411536,4.726641501,139.75,11.75,229.75,79.75,0
0,1,1,0,0,168.0291512,368.5276611,102.0405905,38.17597726,17.40913561,53.40077981,7.499674561,5.366179648,149.6314127,362.0873369,95.08668597,32.19230355,14.65726239,14.57527341,4.004345843,6.664676374,14.75,79.75,214.75,124.75,1
0,0,0,0,0,167.8779803,455.3609558,101.4727937,40.90921703,13.6864018,36.75606264,10.03387434,5.902503791,155.1279433,433.1577936,98.76056658,38.95382101,2.576187694,17.27835213,12.7759586,2.844702845,11.75,26.75,139.75,11.75,0
0,0,0,0,0,167.3942599,432.9669255,100.0342986,39.14787847,13.92279208,56.89784256,11.21818285,4.756243018,170.2252749,442.5061725,103.2983945,36.49151468,12.6859916,66.10877862,20.26563951,4.016137439,199.75,0.75,244.75,154.75,0
0,0,0,0,0,165.588951,461.2086805,101.3901818,38.96770911,11.66054838,62.74553412,8.347601436,5.042225248,174.0022386,437.4342514,98.40393212,44.75213647,14.98017307,94.09075282,11.86728266,5.921483285,199.75,8.75,154.75,154.75,0
0,0,0,0,0,169.4011614,437.1167035,101.7683462,38.2225695,15.78313251,51.71746139,10.95193732,4.650264238,166.297336,461.3812053,102.7179248,41.6712851,3.630904394,19.24756444,4.659036872,1.306589564,229.75,154.75,214.75,244.75,0
0,0,0,0,0,172.4056063,447.0703088,100.7853233,38.62133935,15.72060682,42.26634136,11.10673513,5.281590153,169.4426217,425.6611367,97.62951142,34.43255706,2.330614263,13.26210083,13.41877764,8.354096094,13.75,28.75,169.75,13.75,0
0,0,0,0,0,170.5120719,455.0095947,100.7895503,39.42923677,17.54430351,49.04572183,12.47774187,7.179683989,178.8385652,453.9872087,93.58374951,36.26034607,22.27528885,48.24502172,12.41575025,3.684310837,214.75,214.75,7.75,7.75,0
0,0,0,0,0,164.9013037,440.0205361,100.8479692,38.40062901,14.56854198,58.24255273,7.777980355,4.94788798,165.3530454,451.7762652,103.7615954,42.07161498,11.67628681,42.82400119,11.20256992,0.459542592,154.75,94.75,1.75,124.75,0
0,0,0,0,0,186.9904072,467.6658227,97.95180632,39.1734142,18.38064995,47.67152963,9.877396202,4.400700263,181.8197632,455.4519686,103.0723325,40.61902458,9.680866384,8.226983578,6.394343345,4.080347601,79.75,34.75,34.75,13.75,0
0,0,0,0,0,172.6170922,450.886361,98.63626787,39.70757502,11.90758223,38.62119939,9.943195009,4.643870888,178.4439132,444.8651055,97.57130278,41.67797776,4.072589165,34.11430652,7.019734618,2.412160582,139.75,49.75,64.75,3.75,0
0,0,0,0,0,170.4930324,441.3357904,97.35087708,39.84505613,14.02394425,50.69774429,11.8634677,4.026640834,162.123412,452.2318597,103.2458379,40.37813424,14.41004803,42.58282415,8.229151491,4.157823941,11.875,244.875,11.875,26.875,0
0,0,0,0,0,167.9903271,437.9233898,100.4623252,39.39955084,12.84106838,50.87061795,9.700502996,5.197203422,160.4386085,461.6771015,100.3881644,38.49466939,9.978131807,119.5804692,8.288363058,3.700375038,229.875,169.875,199.875,13.875,0
0,0,0,0,0,165.7999059,437.5690073,100.1693232,40.7613653,10.99485058,54.75607384,13.02895421,5.525005992,173.3470334,417.1919298,93.34758379,39.02035437,6.898837537,57.69095584,3.162002952,6.144086776,169.875,24.875,229.875,9.875,0
0,0,0,0,0,168.3056278,447.8528196,100.8828823,42.26642942,10.47709014,53.85452978,9.591414072,4.953288838,174.0620579,454.6753631,99.30427845,45.24110665,5.279740142,31.03846071,17.47185996,4.757189128,184.875,14.875,79.875,49.875,0
1,0,0,0,0,172.5276483,463.2251975,99.39803988,40.58519815,14.70895465,43.9787915,9.010003019,3.689352281,167.0488253,456.159315,91.40559998,38.88423055,11.71003805,67.67007581,9.890892397,5.547165822,109.875,7.875,169.875,124.875,0
0,0,0,0,0,171.0919198,472.2759211,101.0442205,38.14657739,16.12284837,58.49824884,10.31717462,5.15019517,165.3850867,461.6475609,108.4688265,41.71372394,5.680286645,59.07568076,5.978103752,6.350103574,34.875,244.875,139.875,9.875,0
0,0,0,0,0,165.9707932,460.5409792,101.3133746,40.79050821,18.13062633,58.88459119,11.06010072,4.592574114,171.691064,463.9244761,103.1866248,42.43922742,6.890957685,62.68127545,21.13336113,3.583849995,214.875,7.875,214.875,7.875,0
0,0,0,0,0,169.3606413,448.8184115,97.26459523,38.9456476,16.50586718,51.46043002,10.8235079,7.075595319,152.2726498,450.8896817,110.2481927,34.57279602,16.64497176,31.95271111,7.511775673,7.944036871,10.875,109.875,154.875,25.875,0
0,0,0,0,0,166.6240546,440.8854193,98.29762695,38.69952013,13.95605838,46.77707097,11.19392748,6.075998047,166.8219247,443.8330747,92.43888672,42.31969437,5.250752303,77.30634539,10.13370577,5.33934819,244.875,244.875,34.875,64.875,0
0,0,0,0,0,174.51865,443.8655835,100.1975614,40.87088939,15.12781951,48.26421558,9.126920254,4.779847617,164.8331542,437.8094245,103.2931844,39.48270707,22.54745988,83.07209989,12.92311233,3.708938907,109.875,12.875,12.875,27.875,0
